transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
2767,2815,171,5/19/2022 13:35,29326,EMI Payment,Credit Card,Pending,On-time payment.
2768,2960,458,7/29/2022 16:54,27078,Prepayment,Cash,Pending,Partial payment.
2769,1108,531,9/16/2021 15:03,22479,Prepayment,Credit Card,Successful,Partial payment.
2770,1260,314,1/22/2022 23:15,37587,Missed EMI,Online Transfer,Pending,Partial payment.
2771,1784,473,12/3/2022 13:14,6799,Prepayment,Cash,Failed,On-time payment.
2772,1957,714,1/18/2022 3:34,26029,Missed EMI,Online Transfer,Pending,On-time payment.
2773,2677,447,8/16/2021 21:43,30517,Refund,Online Transfer,Pending,Payment missed.
2774,2388,504,4/22/2021 10:14,29942,Missed EMI,UPI,Successful,Payment missed.
2775,986,667,11/15/2024 16:40,23286,EMI Payment,Credit Card,Successful,Late penalty.
2776,1972,622,1/23/2024 5:33,15404,Penalty,UPI,Pending,On-time payment.
2777,2683,553,6/26/2023 15:10,31893,Penalty,Online Transfer,Successful,Payment missed.
2778,2975,466,6/27/2020 1:00,8624,Prepayment,UPI,Pending,Payment missed.
2779,130,973,2/14/2022 1:28,43426,Penalty,Online Transfer,Failed,Late penalty.
2780,2133,87,8/20/2021 17:25,37400,Refund,UPI,Successful,Payment missed.
2781,1860,819,1/18/2020 18:44,4431,EMI Payment,Credit Card,Failed,Payment missed.
2782,2702,430,5/10/2021 8:36,11391,Refund,Credit Card,Successful,Late penalty.
2783,2156,486,5/9/2024 3:51,40167,EMI Payment,Cash,Successful,Payment missed.
2784,2528,923,3/1/2021 22:20,25550,Missed EMI,Online Transfer,Successful,Payment missed.
2785,2444,507,4/3/2021 5:34,29554,Missed EMI,Online Transfer,Pending,Partial payment.
2786,437,161,4/12/2022 10:14,7235,EMI Payment,UPI,Failed,Payment missed.
2787,1322,165,11/14/2022 15:19,3554,Refund,UPI,Pending,Payment missed.
2788,2580,909,4/30/2023 4:09,45929,Penalty,Online Transfer,Successful,Payment missed.
2789,1214,202,9/21/2021 17:39,17746,Refund,Cash,Successful,On-time payment.
2790,2663,508,5/29/2021 6:58,27715,EMI Payment,Cash,Failed,Payment missed.
2791,1582,213,5/15/2022 20:04,27823,Missed EMI,Cash,Successful,Late penalty.
2792,449,856,7/3/2020 12:38,14863,Penalty,Credit Card,Successful,Payment missed.
2793,1409,78,5/8/2022 4:59,23519,Missed EMI,Cash,Successful,Partial payment.
2794,1510,477,10/26/2023 13:11,8343,Penalty,Credit Card,Pending,On-time payment.
2795,1882,144,1/28/2021 9:29,14244,Missed EMI,UPI,Successful,On-time payment.
2796,835,853,3/29/2024 19:56,34227,Refund,Credit Card,Pending,On-time payment.
2797,563,691,10/5/2021 15:21,1666,Penalty,Credit Card,Successful,On-time payment.
2798,1548,943,2/5/2021 10:45,26712,Missed EMI,Cash,Successful,Late penalty.
2799,940,709,7/6/2021 1:47,25067,Refund,Credit Card,Pending,Late penalty.
2800,2912,720,10/25/2024 0:20,10716,Prepayment,Credit Card,Pending,Payment missed.
2801,2353,457,5/28/2022 8:33,7988,Missed EMI,Cash,Pending,On-time payment.
2802,1206,407,4/20/2022 3:02,48632,Prepayment,Cash,Pending,Payment missed.
2803,2460,414,1/11/2020 15:34,13467,Prepayment,Cash,Failed,Late penalty.
2804,179,970,9/28/2020 10:38,3283,Missed EMI,Online Transfer,Pending,Payment missed.
2805,1135,359,1/17/2021 14:07,8075,Prepayment,Credit Card,Successful,Payment missed.
2806,1092,669,9/7/2023 0:58,15289,Penalty,Online Transfer,Pending,Payment missed.
2807,117,704,9/2/2020 6:17,17292,EMI Payment,Cash,Failed,Partial payment.
2808,541,553,4/28/2022 9:44,48942,Penalty,Credit Card,Failed,On-time payment.
2809,2762,726,4/15/2024 0:26,38637,Refund,Credit Card,Pending,Partial payment.
2810,2127,263,8/9/2022 3:49,10382,EMI Payment,Cash,Pending,Payment missed.
2811,279,871,11/12/2023 17:17,6999,Penalty,Credit Card,Successful,On-time payment.
2812,2772,391,8/25/2020 14:57,16655,EMI Payment,Credit Card,Successful,Payment missed.
2813,1942,997,11/15/2022 18:56,4450,EMI Payment,Online Transfer,Successful,On-time payment.
2814,2675,814,11/25/2020 9:47,22618,EMI Payment,Credit Card,Failed,On-time payment.
2815,2654,474,10/8/2021 7:26,34753,Refund,UPI,Pending,On-time payment.
2816,2874,282,12/21/2023 13:09,14431,Missed EMI,UPI,Pending,Payment missed.
2817,2640,708,7/30/2023 13:52,40063,Prepayment,Online Transfer,Successful,Partial payment.
2818,1410,365,2/12/2022 8:00,24958,Prepayment,UPI,Pending,Partial payment.
2819,940,181,3/1/2024 0:57,47685,Penalty,Credit Card,Successful,Late penalty.
2820,312,442,6/19/2021 8:15,25457,Missed EMI,UPI,Successful,On-time payment.
2821,682,531,4/5/2022 5:11,37058,Missed EMI,UPI,Pending,On-time payment.
2822,1717,291,5/18/2021 3:06,30429,EMI Payment,UPI,Successful,Partial payment.
2823,753,632,10/21/2022 21:26,36188,Refund,Credit Card,Failed,On-time payment.
2824,425,124,10/8/2020 3:23,8454,EMI Payment,Credit Card,Pending,Payment missed.
2825,1953,760,8/30/2021 15:23,14029,Refund,Online Transfer,Pending,Partial payment.
2826,584,148,7/2/2024 21:15,4658,Missed EMI,Credit Card,Failed,On-time payment.
2827,1846,245,6/20/2023 8:03,6958,Refund,Online Transfer,Pending,Payment missed.
2828,2786,988,7/29/2020 3:26,26239,Refund,Credit Card,Pending,Payment missed.
2829,1511,436,12/29/2021 2:45,18141,Refund,Online Transfer,Failed,Late penalty.
2830,24,991,3/20/2024 4:31,39324,Refund,Cash,Failed,On-time payment.
2831,425,502,2/16/2021 13:03,36054,Prepayment,Credit Card,Failed,Partial payment.
2832,301,350,3/10/2022 1:40,22394,Penalty,Cash,Successful,On-time payment.
2833,2217,611,10/6/2024 10:43,18440,Prepayment,Credit Card,Failed,Payment missed.
2834,2126,596,7/10/2024 1:52,4744,Penalty,Cash,Failed,Payment missed.
2835,641,283,10/21/2021 16:16,28165,Penalty,Cash,Successful,Partial payment.
2836,2473,400,8/22/2020 1:37,30985,Penalty,Credit Card,Pending,Late penalty.
2837,361,283,1/5/2023 2:48,18256,Penalty,UPI,Failed,Partial payment.
2838,994,722,11/6/2021 4:06,33167,Missed EMI,Credit Card,Pending,Payment missed.
2839,1129,200,7/2/2022 8:45,11102,Penalty,Cash,Pending,Payment missed.
2840,2223,761,7/8/2022 23:04,7645,Prepayment,Cash,Successful,Partial payment.
2841,1939,879,12/17/2019 4:00,9297,EMI Payment,UPI,Failed,Payment missed.
2842,2718,275,1/28/2021 9:57,26923,Refund,Credit Card,Failed,Payment missed.
2843,735,260,6/27/2022 2:53,14079,Refund,Online Transfer,Failed,On-time payment.
2844,1142,165,2/7/2020 18:53,41159,Missed EMI,Credit Card,Pending,On-time payment.
2845,2971,360,1/6/2023 11:31,42669,Refund,UPI,Pending,On-time payment.
2846,804,930,8/1/2021 14:20,47616,EMI Payment,Online Transfer,Pending,Partial payment.
2847,2680,912,7/25/2020 23:51,41599,Refund,Online Transfer,Pending,Partial payment.
2848,2282,874,3/29/2022 18:12,12023,EMI Payment,Credit Card,Failed,Partial payment.
2849,1880,506,11/18/2024 2:21,31133,Refund,Credit Card,Pending,Partial payment.
2850,2056,480,2/12/2023 8:22,26556,Prepayment,Cash,Failed,Late penalty.
2851,2539,89,10/24/2024 4:28,32837,Penalty,UPI,Pending,Late penalty.
2852,1946,180,4/15/2024 16:34,38755,Prepayment,UPI,Pending,Partial payment.
2853,1205,144,4/13/2022 13:43,42663,Prepayment,Credit Card,Failed,Partial payment.
2854,1689,521,10/17/2020 21:59,4004,Refund,Cash,Successful,Partial payment.
2855,791,490,2/15/2021 14:16,13048,Refund,Cash,Pending,Payment missed.
2856,457,723,4/4/2024 19:32,31043,Missed EMI,Credit Card,Successful,Late penalty.
2857,1289,244,1/4/2024 22:44,46238,Penalty,Credit Card,Failed,Payment missed.
2858,2652,310,8/28/2024 10:46,11192,Missed EMI,Online Transfer,Pending,Late penalty.
2859,2489,938,8/14/2024 3:50,9424,Refund,Online Transfer,Pending,On-time payment.
2860,2504,199,7/27/2022 17:10,7515,Penalty,Credit Card,Pending,On-time payment.
2861,2097,770,9/9/2021 2:34,47967,Prepayment,Credit Card,Successful,On-time payment.
2862,2761,935,2/22/2023 23:08,41160,Missed EMI,Cash,Pending,Late penalty.
2863,1075,365,5/17/2021 6:40,49389,Penalty,Credit Card,Pending,Partial payment.
2864,32,630,5/24/2022 15:26,9824,Refund,Credit Card,Pending,Payment missed.
2865,1231,899,4/3/2024 10:40,41112,Refund,Online Transfer,Pending,Payment missed.
2866,2900,166,11/8/2023 15:16,13462,Refund,UPI,Failed,Late penalty.
2867,1523,341,3/21/2021 17:27,34088,Penalty,Cash,Successful,On-time payment.
2868,2111,843,8/7/2024 9:56,5748,Refund,UPI,Failed,Payment missed.
2869,1437,955,5/26/2022 17:44,33116,Refund,Cash,Failed,Payment missed.
2870,684,976,2/23/2022 1:32,36501,EMI Payment,Online Transfer,Pending,Partial payment.
2871,1034,361,5/16/2021 14:41,8571,Refund,Cash,Successful,On-time payment.
2872,215,796,1/24/2022 13:07,4278,EMI Payment,Cash,Successful,On-time payment.
2873,818,995,3/19/2024 4:51,17180,EMI Payment,Online Transfer,Pending,Late penalty.
2874,2680,211,12/7/2020 22:27,34096,Refund,Cash,Successful,Payment missed.
2875,1312,46,9/8/2023 11:15,25083,Refund,Cash,Failed,Partial payment.
2876,878,336,4/29/2023 0:00,4800,EMI Payment,Online Transfer,Failed,Payment missed.
2877,2327,147,8/13/2023 13:12,42487,Missed EMI,Credit Card,Pending,Late penalty.
2878,511,746,1/18/2020 13:24,3338,Refund,Online Transfer,Pending,Payment missed.
2879,2301,742,6/21/2022 7:00,21645,Refund,Online Transfer,Pending,Partial payment.
2880,2096,450,8/9/2021 19:50,2455,Prepayment,Online Transfer,Failed,Late penalty.
2881,2901,463,2/23/2023 6:08,10215,Missed EMI,UPI,Successful,On-time payment.
2882,514,547,9/5/2021 4:24,36498,Prepayment,Cash,Successful,On-time payment.
2883,1472,125,8/6/2023 9:04,49874,Penalty,Cash,Failed,Late penalty.
2884,2206,436,4/12/2021 14:54,28700,Missed EMI,Credit Card,Pending,Partial payment.
2885,387,146,11/24/2022 16:00,21604,EMI Payment,Credit Card,Pending,Late penalty.
2886,713,73,11/8/2021 18:21,46949,Prepayment,Cash,Failed,Late penalty.
2887,1842,848,7/30/2023 21:19,26664,Penalty,Online Transfer,Successful,On-time payment.
2888,409,960,9/24/2022 22:45,32467,Missed EMI,Online Transfer,Failed,On-time payment.
2889,612,912,10/3/2021 11:43,29427,Prepayment,Credit Card,Failed,Late penalty.
2890,1435,28,5/18/2023 10:23,22933,EMI Payment,Credit Card,Pending,Late penalty.
2891,2218,507,6/7/2024 19:00,8733,Prepayment,Credit Card,Successful,Partial payment.
2892,229,484,7/31/2020 23:01,8878,Penalty,Cash,Pending,Payment missed.
2893,1680,815,2/13/2022 7:42,49637,EMI Payment,Credit Card,Successful,Partial payment.
2894,1374,21,2/18/2022 23:31,10461,Refund,UPI,Pending,On-time payment.
2895,1001,643,8/24/2020 6:14,26790,EMI Payment,Online Transfer,Pending,On-time payment.
2896,1436,256,5/17/2024 16:59,26733,Penalty,Cash,Failed,Late penalty.
2897,1230,298,8/19/2021 11:19,26881,Prepayment,Online Transfer,Successful,Partial payment.
2898,2943,584,8/27/2024 5:44,41651,Penalty,Credit Card,Failed,On-time payment.
2899,511,529,8/14/2024 7:58,31292,Missed EMI,Online Transfer,Pending,Late penalty.
2900,786,840,6/15/2021 14:21,44643,Penalty,Online Transfer,Successful,Late penalty.
2901,2688,181,9/1/2023 13:03,30550,Prepayment,Credit Card,Pending,On-time payment.
2902,2262,577,10/19/2022 5:11,3076,Refund,Online Transfer,Pending,Payment missed.
2903,696,625,10/21/2023 9:39,38333,Prepayment,UPI,Pending,On-time payment.
2904,1280,918,5/18/2022 20:34,3000,Missed EMI,Cash,Pending,Payment missed.
2905,561,109,12/24/2021 0:17,49924,Missed EMI,Online Transfer,Failed,Late penalty.
2906,77,684,9/20/2020 22:16,7498,Missed EMI,Cash,Successful,Partial payment.
2907,1186,909,9/28/2024 5:57,44686,Missed EMI,Online Transfer,Failed,Payment missed.
2908,2807,962,12/9/2020 14:14,30207,Missed EMI,Cash,Successful,Late penalty.
2909,2561,572,3/26/2023 21:23,8202,Prepayment,Cash,Failed,Partial payment.
2910,1679,485,8/3/2024 0:09,42903,Missed EMI,Credit Card,Successful,Late penalty.
2911,1889,68,2/25/2022 22:54,48714,Prepayment,UPI,Successful,Payment missed.
2912,434,500,1/29/2021 12:06,16015,Refund,UPI,Failed,Payment missed.
2913,1878,359,3/9/2024 0:36,39520,EMI Payment,UPI,Failed,Partial payment.
2914,478,731,7/26/2024 18:19,34692,EMI Payment,Cash,Successful,Payment missed.
2915,1930,921,3/15/2023 16:40,12600,Missed EMI,Online Transfer,Failed,Partial payment.
2916,2326,379,10/5/2021 10:54,12558,Penalty,Credit Card,Pending,On-time payment.
2917,801,224,2/3/2020 13:57,19728,Penalty,UPI,Pending,Payment missed.
2918,1298,477,4/20/2024 5:19,2919,EMI Payment,Cash,Successful,Late penalty.
2919,2039,893,10/14/2021 8:42,6982,Missed EMI,Cash,Pending,Partial payment.
2920,1786,404,5/27/2024 14:57,14255,Prepayment,UPI,Successful,Payment missed.
2921,2348,432,6/27/2022 4:48,27043,Prepayment,UPI,Successful,On-time payment.
2922,750,617,9/12/2021 13:46,29026,Penalty,Credit Card,Failed,Partial payment.
2923,2252,48,11/2/2023 8:58,29012,Missed EMI,Cash,Failed,On-time payment.
2924,756,185,10/15/2024 18:48,1050,Penalty,UPI,Pending,On-time payment.
2925,2041,785,7/22/2022 5:34,1603,Refund,Online Transfer,Failed,On-time payment.
2926,913,397,5/18/2024 19:09,39113,EMI Payment,UPI,Successful,On-time payment.
2927,2492,341,7/10/2023 15:36,17843,EMI Payment,Credit Card,Failed,On-time payment.
2928,1238,995,2/14/2020 17:24,30408,Prepayment,Online Transfer,Successful,Payment missed.
2929,2976,169,1/11/2023 3:36,16980,Penalty,Online Transfer,Failed,Payment missed.
2930,1946,26,3/24/2022 6:35,17119,Penalty,Credit Card,Successful,Late penalty.
2931,979,647,11/21/2024 15:05,1693,Refund,UPI,Successful,Late penalty.
2932,289,634,9/8/2023 6:15,27991,Refund,Cash,Successful,Late penalty.
2933,239,782,6/11/2020 11:54,38549,Refund,Credit Card,Failed,Late penalty.
2934,1684,645,6/30/2022 5:17,23540,EMI Payment,Cash,Successful,Late penalty.
2935,825,731,11/30/2021 3:17,14254,Missed EMI,Credit Card,Pending,Payment missed.
2936,596,665,8/7/2023 15:44,24559,Penalty,UPI,Pending,On-time payment.
2937,1119,720,4/17/2020 14:28,4166,Missed EMI,Credit Card,Successful,Payment missed.
2938,2374,284,11/27/2020 4:42,21764,Prepayment,UPI,Pending,On-time payment.
2939,2136,3,2/22/2024 10:13,8958,EMI Payment,Online Transfer,Successful,Partial payment.
2940,2302,16,5/20/2021 8:42,2449,Refund,UPI,Successful,Partial payment.
2941,2767,42,7/11/2022 3:15,36491,Prepayment,Online Transfer,Successful,On-time payment.
2942,2271,179,3/26/2024 21:37,20851,EMI Payment,Credit Card,Failed,Partial payment.
2943,2925,734,11/27/2022 10:55,5357,Refund,Cash,Successful,Payment missed.
2944,2379,747,1/19/2021 8:29,10071,Refund,Online Transfer,Failed,Late penalty.
2945,786,526,5/19/2022 1:16,36627,Penalty,UPI,Failed,Payment missed.
2946,1913,961,1/12/2022 5:40,21321,EMI Payment,Credit Card,Successful,On-time payment.
2947,150,943,6/29/2020 14:42,46694,Missed EMI,UPI,Pending,Payment missed.
2948,2476,100,1/1/2024 3:48,37463,Penalty,Cash,Successful,Partial payment.
2949,597,259,9/4/2020 5:46,43017,Missed EMI,Online Transfer,Failed,Payment missed.
2950,440,272,3/28/2022 8:43,14933,Refund,UPI,Pending,Partial payment.
2951,2175,92,3/15/2021 9:04,21915,Penalty,UPI,Failed,Partial payment.
2952,1630,378,6/26/2021 15:24,49378,Penalty,Credit Card,Successful,Partial payment.
2953,482,71,5/10/2023 1:03,5669,EMI Payment,Online Transfer,Pending,Payment missed.
2954,503,233,11/9/2023 22:03,44314,Prepayment,Credit Card,Pending,Payment missed.
2955,200,181,1/4/2023 16:49,17218,Penalty,Online Transfer,Failed,On-time payment.
2956,1808,606,6/17/2024 17:17,48608,Prepayment,Credit Card,Successful,On-time payment.
2957,398,634,4/26/2024 5:41,24470,EMI Payment,UPI,Failed,Partial payment.
2958,912,794,12/19/2020 5:02,18561,Prepayment,Online Transfer,Failed,Partial payment.
2959,2058,159,7/19/2020 23:41,38979,Missed EMI,Credit Card,Pending,Partial payment.
2960,2004,258,5/11/2020 21:34,10630,Prepayment,Credit Card,Pending,Partial payment.
2961,2088,828,4/9/2020 6:35,19132,Prepayment,Cash,Failed,Partial payment.
2962,339,386,9/12/2020 17:59,8501,Penalty,UPI,Pending,Late penalty.
2963,1422,309,6/7/2024 7:42,43067,Prepayment,Cash,Failed,Partial payment.
2964,1145,467,4/2/2020 4:43,17102,Refund,Cash,Pending,On-time payment.
2965,1435,72,10/27/2021 4:59,22033,EMI Payment,Cash,Successful,On-time payment.
2966,2363,870,12/16/2019 14:13,11411,Penalty,UPI,Pending,Late penalty.
2967,1865,276,8/21/2020 13:08,14528,Missed EMI,Cash,Successful,Late penalty.
2968,397,86,10/15/2024 18:05,38740,Refund,Credit Card,Failed,Partial payment.
2969,823,74,1/25/2023 4:17,39966,Refund,Online Transfer,Pending,On-time payment.
2970,660,392,6/20/2023 17:34,36966,EMI Payment,UPI,Successful,Partial payment.
2971,543,122,7/19/2024 3:23,3860,Refund,Credit Card,Pending,Partial payment.
2972,26,988,6/7/2024 3:40,36994,Missed EMI,Credit Card,Failed,Payment missed.
2973,2141,525,1/19/2021 2:22,40633,Penalty,Online Transfer,Successful,On-time payment.
2974,773,904,11/22/2021 20:51,12930,Penalty,UPI,Pending,Payment missed.
2975,2651,547,11/11/2023 16:49,18386,Missed EMI,Credit Card,Failed,On-time payment.
2976,2002,472,10/11/2023 12:30,9433,Refund,Credit Card,Successful,On-time payment.
2977,2932,255,7/6/2024 15:30,38620,Penalty,Credit Card,Failed,Late penalty.
2978,1738,305,8/9/2020 6:45,14934,Prepayment,Online Transfer,Pending,Partial payment.
2979,953,669,11/2/2021 4:55,1521,Penalty,UPI,Pending,Partial payment.
2980,572,461,6/17/2020 7:47,14211,Refund,Credit Card,Pending,Partial payment.
2981,2516,523,4/13/2024 16:25,12948,Missed EMI,Online Transfer,Successful,On-time payment.
2982,561,162,4/23/2021 22:05,14397,Prepayment,UPI,Successful,Payment missed.
2983,260,72,2/18/2023 20:55,34654,EMI Payment,Cash,Pending,Partial payment.
2984,1247,478,5/14/2023 19:59,13985,Prepayment,Cash,Failed,Partial payment.
2985,313,814,7/23/2023 14:14,11659,EMI Payment,Cash,Pending,On-time payment.
2986,2538,713,4/30/2020 8:28,23034,Refund,Online Transfer,Pending,Payment missed.
2987,184,351,7/12/2021 23:24,32474,Refund,Cash,Successful,Payment missed.
2988,739,981,4/14/2020 8:06,13926,Prepayment,Online Transfer,Pending,Partial payment.
2989,674,351,4/29/2024 0:27,47416,Penalty,Cash,Successful,On-time payment.
2990,814,802,12/1/2020 5:04,25255,EMI Payment,Credit Card,Failed,Late penalty.
2991,2955,789,5/28/2020 0:46,20746,Prepayment,UPI,Failed,On-time payment.
2992,164,495,2/13/2024 12:28,10443,EMI Payment,UPI,Failed,Late penalty.
2993,2607,255,7/25/2023 17:43,1353,Missed EMI,Cash,Pending,Payment missed.
2994,699,979,12/15/2021 22:42,6618,Refund,Online Transfer,Successful,Late penalty.
2995,512,223,11/25/2022 5:38,39661,Missed EMI,Cash,Successful,On-time payment.
2996,946,924,6/13/2020 2:55,30858,Missed EMI,UPI,Pending,Late penalty.
2997,2169,809,4/2/2022 5:52,23784,EMI Payment,UPI,Successful,On-time payment.
2998,1842,521,9/17/2023 1:47,18391,Missed EMI,UPI,Pending,Late penalty.
2999,298,778,9/15/2023 16:53,11014,Penalty,Online Transfer,Pending,Partial payment.
3000,2086,145,6/4/2021 16:49,40438,Penalty,Credit Card,Successful,Late penalty.
3001,2902,144,6/7/2022 18:51,29403,EMI Payment,Cash,Failed,Payment missed.
3002,1614,272,4/10/2020 23:24,9609,Prepayment,Online Transfer,Successful,On-time payment.
3003,1868,293,10/13/2020 16:04,43194,Refund,UPI,Successful,On-time payment.
3004,1257,136,8/25/2021 12:13,34903,Penalty,Credit Card,Successful,On-time payment.
3005,1414,901,11/2/2020 20:22,31062,Penalty,UPI,Successful,On-time payment.
3006,1191,953,2/28/2023 17:25,46346,Penalty,Credit Card,Successful,On-time payment.
3007,8,138,7/7/2020 9:19,3422,Refund,UPI,Failed,Late penalty.
3008,486,424,11/4/2022 7:53,11467,Prepayment,Online Transfer,Failed,Partial payment.
3009,318,512,6/14/2024 8:35,3843,Refund,UPI,Successful,Partial payment.
3010,10,754,1/9/2021 17:46,49609,Prepayment,UPI,Successful,Partial payment.
3011,331,217,9/22/2022 13:15,49975,Prepayment,Credit Card,Pending,Partial payment.
3012,1161,204,7/20/2022 19:13,6053,EMI Payment,Online Transfer,Failed,On-time payment.
3013,2782,497,2/26/2021 15:23,40224,Refund,Credit Card,Successful,Late penalty.
3014,1699,860,12/3/2022 12:15,42585,Prepayment,Cash,Failed,Payment missed.
3015,1976,666,10/12/2020 8:31,41227,Refund,Credit Card,Successful,Payment missed.
3016,311,930,12/16/2021 22:34,39876,Prepayment,Cash,Successful,Late penalty.
3017,1983,150,4/5/2023 17:58,36730,Prepayment,Online Transfer,Failed,Late penalty.
3018,1884,783,8/22/2021 2:45,39658,Refund,Cash,Pending,Partial payment.
3019,1199,971,4/7/2022 16:33,2003,EMI Payment,Cash,Successful,Payment missed.
3020,1003,206,5/10/2024 1:24,49590,Refund,Online Transfer,Successful,Payment missed.
3021,2317,182,1/15/2024 3:55,21688,EMI Payment,Cash,Pending,Partial payment.
3022,2823,885,3/1/2020 16:49,28957,Penalty,Online Transfer,Failed,Late penalty.
3023,818,136,5/23/2021 2:24,7100,EMI Payment,Online Transfer,Successful,On-time payment.
3024,2845,3,10/20/2024 5:01,18196,Penalty,UPI,Failed,Late penalty.
3025,1668,121,5/29/2024 7:38,38405,Prepayment,Cash,Pending,Payment missed.
3026,2173,771,4/10/2024 22:24,24812,Missed EMI,UPI,Pending,On-time payment.
3027,2872,398,2/28/2020 14:23,11788,Refund,UPI,Failed,Late penalty.
3028,2106,72,9/14/2020 3:43,29728,EMI Payment,Credit Card,Successful,Payment missed.
3029,984,673,11/10/2020 6:33,14462,Prepayment,Credit Card,Pending,Late penalty.
3030,360,167,3/12/2021 9:40,11009,Prepayment,Online Transfer,Failed,Payment missed.
3031,1247,739,9/27/2021 14:24,27957,Refund,Credit Card,Failed,On-time payment.
3032,2535,128,7/10/2022 0:45,48597,Missed EMI,Credit Card,Pending,On-time payment.
3033,1198,506,7/29/2020 20:42,19949,Missed EMI,Credit Card,Pending,Payment missed.
3034,2976,896,4/14/2023 15:43,34918,EMI Payment,Cash,Successful,On-time payment.
3035,2326,959,1/19/2020 21:39,37755,Missed EMI,Online Transfer,Pending,On-time payment.
3036,2929,544,9/1/2024 20:49,46543,Missed EMI,Credit Card,Successful,Late penalty.
3037,1273,890,10/5/2022 16:55,31917,Prepayment,Credit Card,Failed,Partial payment.
3038,1368,465,8/21/2021 7:11,7686,Prepayment,UPI,Pending,Payment missed.
3039,1798,250,5/22/2021 19:48,4285,Refund,Credit Card,Successful,On-time payment.
3040,1987,769,2/26/2023 13:59,49524,Refund,Cash,Failed,Late penalty.
3041,1329,633,1/27/2021 9:57,43340,Missed EMI,Online Transfer,Pending,On-time payment.
3042,2167,562,12/11/2021 14:23,34232,Prepayment,Online Transfer,Pending,Late penalty.
3043,16,614,2/15/2021 2:49,30260,EMI Payment,Online Transfer,Successful,Late penalty.
3044,2277,514,5/3/2021 6:12,45118,Missed EMI,Online Transfer,Pending,On-time payment.
3045,984,710,11/22/2021 16:21,14040,Prepayment,UPI,Failed,Late penalty.
3046,2496,428,10/28/2022 18:06,45583,Penalty,UPI,Failed,Payment missed.
3047,2785,154,5/27/2023 19:55,41526,EMI Payment,Cash,Successful,Late penalty.
3048,897,803,1/28/2020 2:27,45059,Prepayment,Online Transfer,Successful,On-time payment.
3049,1295,664,5/5/2021 15:20,13525,Missed EMI,Cash,Failed,Payment missed.
3050,882,24,7/23/2023 22:00,25479,Refund,Online Transfer,Pending,Partial payment.
3051,2822,548,1/25/2023 22:13,26911,EMI Payment,UPI,Failed,On-time payment.
3052,432,295,5/18/2020 4:58,41998,Prepayment,Cash,Successful,On-time payment.
3053,231,723,7/18/2024 7:29,28296,Penalty,Online Transfer,Pending,Payment missed.
3054,2725,967,2/1/2021 0:09,29578,Penalty,Cash,Successful,Late penalty.
3055,359,346,12/4/2021 20:18,32138,EMI Payment,Cash,Pending,Partial payment.
3056,2137,364,8/18/2023 21:56,40114,Penalty,UPI,Failed,Late penalty.
3057,1994,251,8/5/2022 4:34,21075,Refund,Credit Card,Pending,Payment missed.
3058,2224,416,2/9/2022 14:45,9984,Refund,UPI,Successful,Partial payment.
3059,1592,915,12/15/2023 1:22,29856,EMI Payment,Cash,Pending,Late penalty.
3060,2534,227,11/6/2023 10:52,13021,Missed EMI,Online Transfer,Successful,Payment missed.
3061,2864,136,1/27/2022 1:44,6741,Missed EMI,UPI,Pending,Payment missed.
3062,1818,792,6/4/2024 8:59,32107,Penalty,UPI,Pending,Payment missed.
3063,5,118,6/20/2024 1:04,42713,EMI Payment,UPI,Successful,On-time payment.
3064,2332,417,5/29/2023 12:25,6552,Penalty,Credit Card,Successful,Partial payment.
3065,2208,165,9/2/2022 2:33,32593,Penalty,Cash,Successful,Partial payment.
3066,1489,627,10/2/2020 7:58,38020,Prepayment,UPI,Failed,On-time payment.
3067,1189,427,12/5/2020 13:00,1680,EMI Payment,UPI,Failed,On-time payment.
3068,1858,404,3/27/2021 14:46,27627,Prepayment,Credit Card,Failed,On-time payment.
3069,1736,599,7/5/2022 18:00,25130,Refund,Cash,Failed,Partial payment.
3070,1121,861,11/1/2020 18:00,39117,Refund,Cash,Failed,Partial payment.
3071,2168,895,1/18/2024 1:31,8646,EMI Payment,Credit Card,Pending,On-time payment.
3072,520,659,8/5/2024 21:40,2061,EMI Payment,Credit Card,Successful,Payment missed.
3073,1440,606,5/5/2024 7:28,47821,Missed EMI,Cash,Successful,Late penalty.
3074,1968,542,3/21/2020 15:58,27812,Penalty,Online Transfer,Failed,On-time payment.
3075,2715,919,4/2/2023 11:14,46391,Missed EMI,Cash,Failed,Late penalty.
3076,2965,684,1/10/2023 9:15,22786,Prepayment,UPI,Pending,On-time payment.
3077,2216,412,6/28/2020 18:40,18483,EMI Payment,Cash,Pending,Payment missed.
3078,1337,82,4/7/2022 12:00,12330,Missed EMI,Cash,Pending,Payment missed.
3079,16,111,11/11/2020 20:11,25066,Missed EMI,UPI,Successful,On-time payment.
3080,1798,654,1/30/2022 5:47,7221,Prepayment,Online Transfer,Failed,Partial payment.
3081,995,906,11/24/2022 1:56,8662,EMI Payment,Credit Card,Successful,On-time payment.
3082,1483,606,1/16/2021 2:54,38332,EMI Payment,Online Transfer,Pending,On-time payment.
3083,680,792,1/28/2021 16:09,23508,Refund,Cash,Failed,Late penalty.
3084,2459,86,7/23/2023 16:06,47574,Refund,Online Transfer,Pending,Late penalty.
3085,1695,699,3/11/2022 11:23,49228,Penalty,Online Transfer,Failed,Partial payment.
