loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk
1543,621,129697,4/15/2020,Approved,8,4.06,Business Expansion,Car,Low
1544,567,491226,5/29/2021,Rejected,4,11,Home Renovation,Car,Low
1545,426,82750,2/18/2022,Rejected,5,4.11,Education,None,High
1546,773,428088,3/16/2024,Closed,4,12.08,Medical,None,Medium
1547,524,43536,10/4/2022,Defaulted,3,8.94,Business Expansion,None,Medium
1548,527,479199,3/28/2020,Defaulted,5,10.35,Education,Car,Low
1549,514,433628,7/14/2022,Approved,5,11.83,Medical,Car,Medium
1550,694,307491,2/16/2023,Closed,2,7.54,Medical,Car,Low
1551,568,300908,7/15/2020,Defaulted,10,12.42,Education,Car,High
1552,759,6834,5/9/2024,Closed,8,9.8,Business Expansion,Car,Medium
1553,876,313766,5/4/2020,Approved,5,3.85,Medical,None,Medium
1554,482,292911,9/12/2023,Approved,5,10.91,Home Renovation,None,High
1555,318,103360,2/4/2023,Rejected,5,12.14,Home Renovation,Car,Low
1556,441,454128,2/20/2021,Approved,2,9.14,Home Renovation,None,High
1557,927,7846,2/3/2020,Closed,9,3.76,Business Expansion,Car,High
1558,708,387516,1/3/2024,Defaulted,7,10.95,Home Renovation,House,Low
1559,749,212896,10/14/2020,Rejected,4,8.04,Business Expansion,None,Medium
1560,473,314874,11/15/2021,Closed,4,9.08,Medical,None,High
1561,278,292942,5/13/2022,Defaulted,9,9.59,Home Renovation,Car,Medium
1562,597,357429,10/16/2022,Defaulted,3,8.7,Education,None,High
1563,157,386109,10/14/2023,Rejected,10,11.41,Business Expansion,Car,Medium
1564,288,305604,3/1/2020,Defaulted,6,4.55,Education,None,Medium
1565,37,409429,11/6/2023,Rejected,7,7.15,Home Renovation,Car,High
1566,510,277872,9/4/2020,Approved,7,3.64,Medical,Car,Medium
1567,780,136848,5/8/2021,Defaulted,5,6.24,Business Expansion,None,Medium
1568,971,386853,10/4/2020,Approved,5,6.36,Education,Car,Low
1569,309,215567,3/4/2020,Rejected,1,5.93,Medical,House,High
1570,381,67385,7/6/2021,Closed,2,10.62,Business Expansion,Car,High
1571,793,323428,3/26/2024,Approved,10,10.56,Medical,None,Low
1572,884,350756,8/4/2021,Defaulted,7,7.82,Home Renovation,None,Medium
1573,611,191571,5/12/2020,Rejected,8,10.39,Medical,None,High
1574,232,362201,10/2/2022,Closed,9,11.6,Education,House,High
1575,581,314643,6/14/2023,Approved,4,7.12,Medical,None,Medium
1576,842,55640,8/27/2022,Rejected,6,10.21,Business Expansion,Car,Low
1577,656,91543,6/17/2022,Approved,9,7.32,Business Expansion,House,Medium
1578,11,286167,9/15/2021,Closed,1,10.97,Education,None,Low
1579,440,176445,4/2/2020,Defaulted,4,3.6,Home Renovation,House,Low
1580,628,61403,2/24/2023,Closed,3,7.43,Home Renovation,Car,Low
1581,808,436448,10/23/2024,Approved,2,4.91,Home Renovation,House,High
1582,519,452744,12/6/2020,Closed,4,11.11,Education,House,Medium
1583,917,50967,2/7/2022,Rejected,8,9.5,Business Expansion,Car,Low
1584,887,447943,7/23/2022,Approved,6,3.94,Medical,House,Medium
1585,51,422263,4/8/2021,Rejected,2,9.28,Education,House,Low
1586,628,242102,5/16/2024,Approved,5,5.72,Home Renovation,Car,Medium
1587,441,77751,7/20/2023,Approved,2,7.83,Home Renovation,None,Low
1588,823,204205,10/11/2023,Approved,9,9.56,Business Expansion,None,Medium
1589,130,365344,10/20/2022,Defaulted,9,7.75,Medical,House,Low
1590,408,119574,3/7/2021,Rejected,5,6.22,Business Expansion,House,Low
1591,317,18583,8/9/2024,Closed,7,9.96,Home Renovation,House,Low
1592,432,252948,9/3/2022,Defaulted,7,9.85,Education,Car,Medium
1593,300,297857,6/17/2021,Rejected,1,6.36,Home Renovation,None,High
1594,22,427198,11/2/2021,Defaulted,9,5.77,Education,House,High
1595,617,408110,10/17/2020,Rejected,7,5.98,Medical,None,High
1596,296,255733,6/13/2020,Closed,2,8.83,Home Renovation,None,Medium
1597,404,228068,12/25/2020,Defaulted,4,8.82,Medical,Car,Low
1598,865,224249,4/1/2020,Defaulted,10,11.24,Home Renovation,House,Medium
1599,228,220137,1/27/2021,Approved,9,10.83,Education,House,Low
1600,877,17670,2/16/2023,Approved,5,4.91,Business Expansion,None,High
1601,764,497819,5/20/2020,Approved,4,3.55,Education,None,High
1602,306,458769,7/31/2020,Approved,10,7.93,Business Expansion,House,Low
1603,385,245348,6/4/2024,Defaulted,3,10.29,Medical,Car,Low
1604,520,297237,6/7/2021,Approved,4,6.05,Home Renovation,House,Medium
1605,504,372865,2/8/2023,Approved,3,3.95,Education,None,Low
1606,926,461994,6/24/2024,Defaulted,5,5.3,Education,None,High
1607,276,315553,4/20/2024,Approved,2,4.98,Business Expansion,House,Low
1608,235,326920,12/15/2023,Rejected,5,4.08,Home Renovation,None,Medium
1609,704,404349,3/1/2022,Approved,3,6.13,Business Expansion,None,High
1610,212,431039,12/5/2019,Rejected,4,11.37,Home Renovation,Car,High
1611,481,96518,6/28/2024,Approved,8,5.55,Home Renovation,House,High
1612,328,270814,8/2/2023,Defaulted,4,6.18,Education,Car,Medium
1613,17,308020,9/1/2021,Approved,6,3.69,Home Renovation,Car,Low
1614,284,193997,4/12/2024,Approved,6,5.74,Home Renovation,None,High
1615,922,219972,12/28/2019,Rejected,7,7.86,Education,None,Medium
1616,979,150939,4/7/2022,Rejected,5,8.8,Education,None,High
1617,66,491418,8/27/2023,Defaulted,8,6.88,Education,Car,High
1618,71,493222,3/22/2021,Rejected,10,9.99,Home Renovation,None,Low
1619,114,384936,12/26/2023,Defaulted,8,11,Home Renovation,Car,Low
1620,209,83657,9/19/2021,Rejected,6,8.72,Medical,None,Low
1621,142,430683,1/5/2023,Defaulted,7,3.61,Home Renovation,House,High
1622,346,125044,10/31/2023,Approved,3,4.94,Education,House,High
1623,861,349321,7/14/2021,Defaulted,5,8.32,Medical,House,High
1624,78,76472,2/18/2020,Approved,4,11.51,Medical,Car,Low
1625,489,156700,4/26/2021,Approved,4,8.49,Business Expansion,None,Low
1626,216,259112,2/14/2024,Defaulted,5,6.09,Education,Car,Low
1627,716,381799,5/7/2023,Rejected,4,9.69,Medical,None,Medium
1628,786,496552,8/16/2020,Closed,8,8.38,Education,None,Low
1629,386,457475,7/6/2020,Approved,7,9.8,Medical,Car,Medium
1630,241,468229,11/14/2021,Approved,10,7.09,Business Expansion,House,High
1631,44,232737,5/10/2023,Closed,7,8.51,Medical,House,Medium
1632,367,285193,5/31/2023,Rejected,6,9.53,Home Renovation,House,Low
1633,298,382307,10/11/2024,Approved,6,3.57,Education,Car,Low
1634,364,387923,9/20/2020,Defaulted,9,4.78,Medical,House,High
1635,71,254796,3/19/2020,Closed,3,6.32,Education,None,High
1636,674,494307,6/12/2020,Closed,4,6.72,Education,Car,Low
1637,911,18665,9/7/2024,Rejected,4,5.32,Education,None,Medium
1638,705,252927,4/12/2023,Closed,4,11.26,Home Renovation,House,Low
1639,929,229019,11/15/2024,Rejected,5,6.74,Home Renovation,Car,Medium
1640,788,116874,6/19/2020,Approved,5,11.4,Medical,Car,Low
1641,409,90868,12/27/2022,Defaulted,7,11.17,Home Renovation,Car,High
1642,298,231091,3/6/2024,Defaulted,5,10.21,Home Renovation,None,Low
1643,992,302825,5/11/2022,Approved,6,9.84,Home Renovation,Car,Medium
1644,409,118764,11/1/2024,Approved,7,12.03,Business Expansion,House,Medium
1645,382,6588,3/3/2024,Defaulted,1,7.35,Home Renovation,Car,Medium
1646,480,64426,3/24/2020,Defaulted,3,10.49,Home Renovation,House,Low
1647,746,134932,9/11/2024,Approved,7,5.22,Business Expansion,Car,High
1648,347,325403,3/20/2024,Approved,7,6.3,Education,Car,Medium
1649,15,36824,2/23/2020,Approved,8,10.34,Home Renovation,House,High
1650,826,300027,2/3/2024,Approved,5,11.15,Home Renovation,None,High
1651,36,29034,6/8/2024,Approved,9,10.46,Medical,Car,Low
1652,70,406277,2/9/2021,Closed,6,9.74,Education,None,Low
1653,560,467899,6/25/2022,Approved,5,8.21,Education,None,High
1654,839,141005,6/23/2022,Rejected,6,8.84,Medical,Car,Low
1655,650,469461,11/23/2022,Approved,4,6.51,Home Renovation,Car,Low
1656,75,459917,7/22/2023,Approved,6,6.71,Education,None,Low
1657,830,105244,2/1/2024,Defaulted,7,7.43,Business Expansion,House,Low
1658,571,337932,6/9/2024,Defaulted,6,4.6,Education,House,Medium
1659,231,360914,8/4/2023,Approved,3,11.14,Education,Car,High
1660,811,273907,12/21/2023,Defaulted,3,7.04,Medical,None,Low
1661,539,191835,9/29/2020,Closed,6,6.69,Home Renovation,Car,High
1662,426,130372,4/25/2023,Closed,9,7.18,Education,Car,High
1663,216,186864,6/29/2024,Defaulted,6,6.79,Education,Car,Low
1664,751,430774,6/4/2024,Approved,9,7.5,Home Renovation,Car,High
1665,686,39947,10/21/2023,Approved,9,4.58,Medical,House,High
1666,201,107769,5/4/2020,Approved,3,7.1,Business Expansion,House,High
1667,644,287235,7/12/2022,Closed,4,7.36,Medical,None,Medium
1668,408,499266,3/17/2022,Approved,9,5.59,Education,None,Medium
1669,499,207809,11/2/2024,Approved,2,6.87,Education,None,High
1670,625,268147,10/22/2021,Approved,3,10.1,Home Renovation,House,High
1671,686,126008,9/23/2022,Rejected,5,5.54,Medical,None,High
1672,402,117826,7/2/2024,Defaulted,8,4.35,Business Expansion,None,Medium
1673,492,90881,2/21/2023,Defaulted,2,6.77,Medical,Car,High
1674,657,450171,3/23/2023,Rejected,4,4.37,Business Expansion,None,Low
1675,694,26102,6/22/2021,Defaulted,6,9.18,Education,Car,High
1676,847,273151,1/31/2022,Defaulted,2,8.34,Medical,House,Medium
1677,52,56719,7/28/2023,Defaulted,10,7.12,Medical,House,Low
1678,150,161824,2/22/2024,Approved,1,6.42,Medical,House,Medium
1679,678,464261,12/25/2022,Defaulted,10,7.3,Education,House,Low
1680,722,230898,7/3/2021,Approved,5,11.92,Business Expansion,House,Medium
1681,817,236835,11/1/2023,Defaulted,5,11.96,Medical,None,Medium
1682,839,261876,12/2/2021,Closed,3,11.66,Medical,House,Medium
1683,895,192269,3/5/2020,Closed,5,5.07,Home Renovation,Car,Medium
1684,600,133241,5/6/2022,Approved,5,7.61,Business Expansion,Car,Low
1685,735,140055,10/1/2022,Rejected,9,3.9,Business Expansion,House,High
1686,843,36753,12/21/2022,Approved,7,4.84,Medical,Car,Low
1687,29,36717,1/26/2020,Approved,3,6.94,Business Expansion,House,Medium
1688,553,189543,8/13/2024,Closed,7,8.13,Education,None,High
1689,910,54919,5/2/2021,Rejected,3,8.52,Business Expansion,Car,Medium
1690,643,458893,10/27/2022,Rejected,4,8.99,Home Renovation,None,High
1691,553,281677,2/7/2024,Rejected,5,11.52,Medical,None,Low
1692,928,313559,6/3/2020,Defaulted,5,4.71,Home Renovation,Car,Medium
1693,822,199183,12/11/2020,Closed,1,9.84,Medical,House,High
1694,74,43322,1/11/2021,Defaulted,5,6.93,Business Expansion,House,Low
1695,785,35103,3/9/2022,Defaulted,2,10.56,Home Renovation,House,Medium
1696,108,174673,7/14/2024,Rejected,2,6.72,Education,None,High
1697,247,238970,10/14/2024,Rejected,3,3.54,Business Expansion,None,Low
1698,974,252200,3/7/2020,Defaulted,4,5.69,Home Renovation,House,Low
1699,923,466790,11/21/2024,Defaulted,5,8.81,Medical,House,High
1700,960,495124,8/28/2023,Rejected,2,6.12,Home Renovation,None,High
1701,659,269101,2/7/2024,Defaulted,6,5.15,Medical,None,High
1702,336,247446,8/23/2022,Closed,5,10.18,Business Expansion,Car,Medium
1703,99,224912,1/9/2020,Defaulted,4,7.57,Home Renovation,None,High
1704,246,469994,7/24/2021,Closed,5,5.98,Education,Car,Medium
1705,136,121416,7/22/2023,Closed,4,7.99,Medical,Car,Medium
1706,422,486425,9/28/2021,Closed,7,4.35,Medical,House,Medium
1707,567,488917,11/1/2024,Approved,7,11.03,Medical,Car,High
1708,183,354482,5/15/2022,Rejected,9,9.64,Medical,Car,High
1709,330,184172,9/24/2020,Rejected,6,7.09,Home Renovation,Car,High
1710,980,412468,2/21/2020,Defaulted,7,7.62,Home Renovation,Car,High
1711,508,42320,11/12/2020,Approved,2,10.91,Medical,House,High
1712,177,412168,2/3/2021,Approved,10,11.99,Business Expansion,Car,Medium
1713,354,373043,12/20/2019,Approved,6,8.72,Medical,House,Medium
1714,210,281233,11/20/2021,Rejected,4,10.77,Business Expansion,House,Low
1715,775,128738,3/28/2023,Defaulted,2,7.49,Home Renovation,Car,High
1716,149,51042,9/24/2024,Approved,2,10.02,Business Expansion,Car,High
1717,937,176069,3/13/2023,Approved,9,4.03,Education,None,Medium
1718,954,259381,4/1/2024,Rejected,2,7.35,Home Renovation,None,Low
1719,240,479465,3/20/2022,Rejected,10,9.36,Education,Car,High
1720,911,438704,5/1/2022,Rejected,8,6.51,Education,Car,Medium
1721,832,78872,6/28/2022,Closed,9,10.77,Medical,Car,Medium
1722,859,305711,2/1/2022,Rejected,3,9.41,Business Expansion,None,Medium
1723,291,269708,5/11/2023,Rejected,7,3.57,Business Expansion,Car,High
1724,266,365567,11/18/2020,Closed,5,8.86,Business Expansion,Car,High
1725,957,305316,10/28/2021,Rejected,10,11.19,Business Expansion,Car,Low
1726,1000,202918,7/5/2020,Defaulted,10,7.21,Home Renovation,House,Medium
1727,398,404329,9/12/2021,Rejected,7,3.68,Business Expansion,House,High
1728,378,387720,5/6/2020,Rejected,8,4.08,Medical,None,Medium
1729,556,381033,9/14/2023,Closed,8,12.45,Education,House,Medium
1730,859,41097,7/29/2021,Rejected,10,11.49,Education,None,High
1731,302,460812,10/20/2024,Defaulted,7,9.31,Education,House,High
1732,388,464298,12/22/2019,Defaulted,4,11.88,Home Renovation,Car,High
1733,170,311658,4/4/2022,Rejected,10,11.32,Medical,House,High
1734,621,399410,4/1/2021,Rejected,10,9.51,Business Expansion,None,Low
1735,913,437450,5/19/2023,Rejected,5,4.07,Home Renovation,Car,Low
1736,111,420513,10/8/2024,Approved,6,4.42,Home Renovation,Car,Low
1737,65,453813,1/21/2020,Approved,9,8.24,Medical,Car,Medium
1738,325,431409,4/7/2024,Approved,8,5.13,Medical,None,Medium
1739,206,304030,7/20/2020,Closed,4,10.32,Home Renovation,None,Low
1740,204,305084,12/19/2021,Approved,7,6.54,Education,House,High
1741,669,429659,8/17/2024,Rejected,10,5.73,Business Expansion,House,High
1742,748,245812,1/17/2021,Approved,8,6,Business Expansion,None,High
1743,426,334208,11/22/2020,Approved,9,7.54,Medical,Car,Medium
1744,636,330122,6/18/2024,Rejected,9,11.91,Medical,Car,Low
1745,46,449691,8/18/2023,Approved,8,12.22,Education,None,Medium
1746,847,298520,6/22/2023,Closed,7,6.24,Business Expansion,None,Medium
1747,116,103401,2/6/2022,Closed,5,10.54,Medical,Car,High
1748,540,299218,2/2/2023,Approved,2,11.46,Medical,Car,Medium
1749,593,464568,7/17/2022,Rejected,10,5.62,Business Expansion,House,High
1750,449,97272,7/30/2021,Defaulted,8,7.53,Home Renovation,Car,High
1751,330,280819,4/13/2023,Rejected,8,7.34,Home Renovation,Car,Medium
1752,561,262998,12/19/2022,Approved,3,7.9,Medical,None,Medium
1753,928,170087,2/26/2023,Approved,4,10.08,Education,House,Low
1754,216,75447,7/5/2024,Rejected,8,8.55,Medical,None,Low
1755,827,308541,1/25/2022,Rejected,4,10.56,Business Expansion,House,High
1756,904,254543,1/20/2023,Closed,7,3.86,Business Expansion,Car,Medium
1757,124,17798,2/6/2023,Rejected,10,10.59,Home Renovation,None,Low
1758,263,378351,3/10/2023,Defaulted,8,4.19,Medical,None,Medium
1759,329,70033,5/11/2023,Defaulted,5,6.47,Medical,House,Low
1760,916,16990,7/8/2023,Closed,4,8.75,Medical,Car,High
1761,841,96671,4/28/2020,Rejected,2,7.66,Education,House,Low
1762,124,236076,6/15/2024,Rejected,4,9.49,Education,Car,Low
1763,306,323539,4/23/2020,Approved,3,12.42,Home Renovation,Car,High
1764,543,296709,8/9/2022,Closed,5,10.88,Education,None,Medium
1765,101,113485,12/21/2022,Defaulted,9,5.47,Business Expansion,Car,Low
1766,377,476165,1/28/2023,Closed,3,8.6,Education,Car,Medium
1767,970,386889,10/18/2024,Rejected,4,5.41,Education,None,Low
1768,130,170907,1/31/2020,Closed,4,4.5,Education,House,Low
1769,389,246479,2/2/2020,Closed,6,4.56,Medical,House,Medium
1770,318,377649,1/3/2021,Defaulted,4,12.43,Home Renovation,House,Medium
1771,656,73251,9/28/2020,Defaulted,3,7.81,Business Expansion,House,Medium
1772,137,365889,12/9/2019,Closed,2,5.85,Home Renovation,Car,Low
1773,922,95844,5/19/2021,Approved,10,11.36,Home Renovation,Car,High
1774,553,499243,8/1/2020,Closed,7,7.9,Business Expansion,None,Low
1775,423,316271,9/14/2021,Closed,3,12.18,Education,House,Medium
1776,536,294039,5/5/2021,Rejected,3,10.42,Education,None,Low
1777,490,492821,7/17/2023,Approved,4,9.9,Home Renovation,House,Low
1778,223,183416,12/4/2021,Defaulted,3,9.56,Business Expansion,None,Low
1779,277,145474,9/1/2022,Defaulted,10,9.04,Business Expansion,House,Low
1780,778,444543,8/10/2023,Closed,7,10.84,Business Expansion,Car,High
1781,615,309754,8/19/2023,Defaulted,5,8.43,Home Renovation,Car,Low
1782,676,68321,8/3/2022,Rejected,9,8.19,Business Expansion,House,High
1783,1,113010,5/12/2021,Rejected,2,6.73,Home Renovation,None,Low
1784,539,82939,5/25/2022,Defaulted,3,12.17,Medical,None,Low
1785,533,74343,3/28/2024,Defaulted,10,10.1,Medical,None,High
1786,235,20100,1/18/2021,Closed,4,5.16,Business Expansion,Car,Low
1787,940,485824,9/13/2021,Closed,5,10.04,Education,Car,Low
1788,586,432620,1/9/2020,Closed,3,7.63,Education,None,Medium
1789,477,74189,9/7/2022,Defaulted,7,10.53,Medical,House,Low
1790,526,100472,3/8/2020,Approved,7,5.52,Home Renovation,House,Medium
1791,688,478049,5/22/2022,Defaulted,4,5.63,Education,None,High
1792,770,234636,4/1/2022,Rejected,8,12.47,Medical,None,Low
1793,799,391409,5/30/2020,Defaulted,1,11.59,Education,Car,Medium
1794,462,54853,11/11/2020,Closed,5,8.08,Business Expansion,None,Low
1795,974,182109,3/19/2022,Closed,5,11.14,Medical,House,Low
1796,952,336024,5/6/2022,Closed,6,11.94,Education,House,High
1797,766,340698,6/14/2024,Closed,8,9.38,Education,House,High
1798,186,329599,4/11/2020,Closed,4,10.69,Business Expansion,None,Low
1799,272,450556,11/12/2020,Rejected,5,5.8,Medical,Car,Medium
1800,118,453477,9/21/2024,Approved,6,6.45,Education,Car,Low
1801,525,123665,4/7/2023,Closed,1,5.83,Medical,None,Low
1802,694,39275,9/3/2022,Approved,6,5.26,Business Expansion,Car,High
1803,603,135225,7/24/2020,Rejected,2,3.76,Medical,None,Medium
1804,610,303615,7/31/2022,Defaulted,9,11.88,Home Renovation,Car,Low
1805,301,303970,6/18/2023,Approved,7,9.09,Medical,Car,Medium
1806,701,365807,5/9/2023,Closed,5,12.44,Medical,House,Medium
1807,222,30239,10/11/2022,Closed,2,12.5,Education,None,High
1808,16,463017,7/21/2024,Rejected,1,8.81,Education,House,Medium
1809,811,113413,7/18/2023,Closed,7,10.49,Business Expansion,House,Medium
1810,954,267752,6/6/2022,Defaulted,7,4.25,Education,Car,Low
1811,439,203883,1/7/2021,Approved,1,10.36,Medical,Car,Low
1812,899,243080,12/12/2023,Approved,8,11.09,Business Expansion,None,Medium
1813,814,326146,9/8/2022,Approved,3,6.98,Business Expansion,House,Medium
1814,355,141253,10/7/2023,Rejected,4,4.1,Medical,House,Medium
1815,146,386550,7/12/2023,Defaulted,3,4.37,Business Expansion,None,Medium
1816,68,398036,9/2/2021,Closed,3,3.93,Business Expansion,Car,High
1817,564,191373,11/6/2024,Defaulted,10,5.57,Business Expansion,House,High
1818,931,484940,1/6/2020,Closed,4,7.53,Business Expansion,None,Medium
1819,111,441885,9/25/2021,Defaulted,10,9.18,Medical,House,High
1820,305,151902,7/22/2023,Rejected,8,8.37,Home Renovation,House,High
1821,990,160937,2/1/2020,Approved,10,12.2,Business Expansion,House,High
1822,816,233720,11/6/2021,Approved,8,11.24,Medical,None,Low
1823,365,374877,4/28/2023,Rejected,7,8.86,Education,None,High
1824,485,256641,8/23/2024,Defaulted,9,7.12,Medical,Car,Medium
1825,541,437319,10/29/2024,Rejected,2,9.75,Medical,House,Low
1826,484,211521,1/24/2023,Closed,9,8.02,Medical,Car,Medium
1827,36,34990,11/3/2020,Approved,7,8.9,Home Renovation,House,Medium
1828,664,106292,11/12/2020,Closed,4,5.99,Medical,Car,High
1829,546,375143,7/1/2020,Approved,1,12.08,Home Renovation,House,Medium
1830,677,40281,3/3/2020,Rejected,6,5.58,Home Renovation,Car,High
1831,606,104157,6/7/2023,Closed,9,7.63,Medical,Car,Low
1832,918,116394,6/19/2020,Closed,10,3.67,Medical,Car,Low
1833,94,128253,10/19/2022,Rejected,9,9.08,Education,House,Medium
1834,37,397247,12/4/2023,Approved,9,11.86,Education,Car,High
1835,884,113883,5/5/2022,Approved,1,12.17,Home Renovation,None,High
1836,226,278413,7/25/2023,Closed,4,3.79,Medical,Car,High
1837,417,43330,8/27/2020,Defaulted,3,7.37,Medical,Car,Medium
1838,904,317898,7/25/2024,Rejected,9,10.68,Home Renovation,House,Low
1839,395,417123,6/30/2020,Defaulted,7,7.61,Home Renovation,Car,Low
1840,185,73342,3/10/2024,Approved,1,8.76,Home Renovation,House,Low
1841,308,407952,2/4/2021,Closed,6,11.34,Home Renovation,House,Medium
1842,817,103914,10/19/2020,Rejected,9,9.51,Business Expansion,Car,High
1843,668,169680,4/17/2021,Approved,9,8.65,Medical,Car,High
1844,641,162025,7/21/2021,Rejected,2,10.17,Education,House,Medium
1845,978,427660,4/5/2021,Defaulted,7,6.54,Education,None,Low
1846,893,142531,2/11/2020,Closed,8,5.85,Education,Car,Low
1847,105,140398,4/7/2020,Defaulted,10,8.33,Medical,None,High
1848,817,468895,10/31/2024,Approved,3,5.65,Education,None,High
1849,486,190142,2/2/2022,Closed,3,9.62,Education,None,Medium
1850,237,356389,7/31/2021,Closed,4,7.09,Business Expansion,Car,High
1851,13,175657,8/1/2023,Approved,6,5.18,Business Expansion,Car,High
1852,748,387204,3/31/2023,Closed,2,10.59,Medical,House,Low
1853,751,437273,9/13/2021,Closed,9,4.33,Education,None,Low
1854,129,66063,1/18/2024,Defaulted,1,6.2,Business Expansion,None,High
1855,343,349674,2/20/2023,Approved,9,5.54,Home Renovation,Car,Medium
1856,60,304432,12/17/2023,Rejected,4,6.61,Education,None,Low
1857,790,27802,5/6/2022,Defaulted,2,7.33,Home Renovation,House,Low
1858,861,482172,2/11/2020,Defaulted,7,5.57,Education,House,Low
1859,41,442348,9/1/2020,Approved,7,11.3,Education,House,High
1860,446,72803,8/1/2021,Approved,4,4.97,Medical,Car,Low
1861,450,41613,6/14/2023,Closed,6,9.27,Education,None,High
1862,896,298663,8/4/2022,Defaulted,3,4.36,Education,None,Low
1863,70,81740,5/2/2023,Rejected,1,8.98,Home Renovation,House,Low
1864,100,277357,3/1/2022,Defaulted,3,5.87,Home Renovation,House,High
1865,10,112406,1/30/2023,Defaulted,7,6.01,Medical,House,High
1866,133,485956,4/5/2020,Closed,1,8.85,Home Renovation,None,Medium
1867,411,184880,10/15/2021,Rejected,10,9.09,Business Expansion,Car,Low
1868,327,100291,12/18/2021,Defaulted,3,7.61,Medical,None,High
1869,417,143377,6/20/2023,Rejected,1,7.26,Medical,Car,High
1870,359,384897,5/30/2022,Approved,5,4.8,Business Expansion,House,Low
1871,181,124010,3/26/2024,Defaulted,7,8.17,Business Expansion,None,Medium
1872,299,237597,7/17/2021,Approved,7,5.08,Medical,Car,High
1873,31,126115,10/26/2022,Defaulted,3,11.13,Business Expansion,House,Low
1874,975,169808,11/21/2022,Closed,10,9.94,Business Expansion,Car,Medium
1875,531,107972,7/26/2020,Defaulted,7,7.99,Home Renovation,House,Medium
1876,92,43873,4/17/2024,Closed,3,8.81,Medical,Car,Medium
1877,227,43629,2/15/2021,Closed,8,7.51,Home Renovation,House,Medium
1878,992,447828,12/26/2020,Defaulted,10,11.8,Business Expansion,Car,Low
1879,137,231270,12/16/2020,Defaulted,3,7.19,Education,None,Low
1880,884,12405,3/21/2021,Rejected,6,6.3,Medical,Car,Low
1881,546,50867,3/10/2022,Rejected,1,3.56,Business Expansion,Car,Medium
1882,17,157204,9/11/2024,Defaulted,10,9.98,Education,Car,Low
1883,115,82493,3/22/2021,Closed,1,8.3,Home Renovation,None,Medium
1884,771,126100,7/22/2022,Closed,3,5.79,Education,Car,High
1885,537,464297,3/6/2023,Defaulted,5,5.41,Medical,Car,Medium
1886,861,427641,3/7/2020,Closed,4,10.53,Home Renovation,House,Medium
1887,505,203869,12/9/2019,Defaulted,1,6.98,Home Renovation,None,Medium
1888,333,249674,6/22/2020,Defaulted,8,5.1,Home Renovation,None,Medium
1889,474,181662,10/16/2023,Approved,4,6.88,Education,Car,Medium
1890,658,358864,10/31/2021,Rejected,10,7.12,Education,House,High
1891,163,136294,7/6/2024,Approved,8,6.45,Education,None,High
1892,659,404147,3/12/2023,Approved,10,5.88,Home Renovation,House,Medium
1893,115,345763,8/7/2021,Approved,4,9.93,Home Renovation,None,Low
1894,449,207796,3/12/2023,Rejected,7,5.8,Home Renovation,None,High
1895,531,212540,2/18/2023,Closed,10,7.74,Home Renovation,House,High
1896,528,128745,8/12/2024,Closed,1,10.7,Home Renovation,Car,Low
1897,233,39040,8/26/2023,Approved,4,7.53,Education,House,Medium
1898,976,143874,1/9/2024,Approved,9,5.07,Business Expansion,House,Low
1899,889,53501,6/30/2020,Closed,5,3.76,Education,None,Low
1900,87,322745,9/10/2024,Approved,9,7.61,Education,Car,High
1901,527,369848,3/23/2021,Approved,7,10.93,Business Expansion,Car,Medium
1902,866,489131,10/6/2023,Defaulted,4,5.99,Business Expansion,Car,High
1903,632,243325,9/6/2020,Rejected,5,9.84,Home Renovation,House,Medium
1904,790,258577,9/9/2021,Approved,8,12.05,Education,House,Low
1905,172,94806,12/27/2023,Rejected,1,11.92,Business Expansion,House,High
1906,453,389004,3/5/2022,Approved,9,10.18,Education,House,Low
1907,595,317542,6/9/2021,Rejected,8,5.6,Education,House,Medium
1908,315,409796,4/14/2022,Closed,2,6.84,Business Expansion,House,High
1909,849,128156,9/4/2020,Defaulted,6,11.17,Business Expansion,None,Low
1910,251,377852,11/18/2021,Rejected,1,4.54,Business Expansion,House,Low
1911,996,450762,9/29/2024,Approved,7,7.95,Business Expansion,None,Low
1912,561,214122,11/9/2022,Defaulted,2,6.69,Medical,Car,High
1913,661,408491,8/12/2023,Rejected,4,9.99,Education,House,Medium
1914,355,266987,12/24/2019,Closed,5,9.65,Business Expansion,Car,Low
1915,212,279207,12/30/2023,Closed,1,5.8,Home Renovation,Car,Low
1916,263,75462,8/29/2022,Rejected,1,11.17,Education,Car,Low
1917,858,257558,9/13/2020,Closed,9,7.8,Medical,House,Medium
1918,429,135851,7/21/2024,Closed,7,6.13,Education,None,High
1919,215,18320,10/1/2020,Rejected,4,5.16,Home Renovation,None,Low
1920,511,463830,7/8/2023,Rejected,7,4.03,Education,None,High
1921,891,303674,1/24/2020,Defaulted,7,9.98,Medical,Car,Low
1922,929,408535,8/30/2023,Approved,9,8.1,Medical,None,Medium
1923,652,130674,2/16/2021,Closed,8,7.7,Medical,Car,High
1924,316,311178,6/19/2022,Defaulted,8,3.66,Education,Car,Low
1925,81,413509,7/8/2024,Closed,8,9.42,Education,House,Medium
1926,912,167839,3/21/2022,Closed,5,11.74,Education,None,High
